rank	target_id	source_id	source_revision	source_lines	form	normalized	part_of_speech	flags	morphology	token_count	document_count	zipf	audit_flags	decision_status
882	05cad43eb224bdcaf7c5bcc6dae907528e52ac6396e037a12bfa796c4917e5d3	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	17478	Friedrichshafen	friedrichshafen	propn	ZF	po:propn					pending
883	05cbfcb2501fe18a1946e5fc309caf572379ae0c5979d29d5dfed362571eaf01	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	24751	lîsans	lîsans	noun_fem	F	po:noun_fem					pending
884	05cc8eea5896839712f0ea3b9f67c8f4e9035816631a2f0866a72bd2eef29938	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	14614	deyndêrkirin	deyndêrkirin	noun_fem	F	po:noun_fem					pending
885	05ccddc43724c5953e119b690d3842f95c51cfd0328a9efac8c96417652ebe9b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	35256	sortîbûn	sortîbûn	noun_fem	F	po:noun_fem					pending
886	05ce1ef93138526638fcf44ba91e1bdd5bb9ab5146d2bd792bd9971e1a5e35c3	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	13556	dagirtîkirin	dagirtîkirin	noun_fem	F	po:noun_fem					pending
887	05d068e2ced6d97e5b7b7aeb9d24e3c6dc9f163d86cfb7faa3eb58bed75913f9	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	24111	lavayî	lavayî	noun_fem	F	po:noun_fem					pending
888	05d138f0f986bf604b49715bc94e15a42f3f2d7de38c98b0669d17644ee281c9	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	35105	sivîng	sivîng	noun_fem	F	po:noun_fem					pending
889	05d207e183bc198093aeb5ae1629283573820ce6f8934283e13b9574ece658a7	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	14685	dijraberîkirin	dijraberîkirin	noun_fem	F	po:noun_fem					pending
890	05d3ce8748207f2a9ed399d347662e1c6ce1f0dc05b0483565a88795eb54e749	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	28949	paçik	paçik	noun_fem	F	po:noun_fem					pending
891	05d6a0343e7131ad94e92e9c2e18a8d218232926950f44698e33ccf6184254c9	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	28815	parxêl	parxêl	noun_fem	F	po:noun_fem					pending
892	05d6d2aab8daa3ea7a09803e83b26fcd65950e3e7abdd19080e7598ef69f8122	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	22742	kezebdar	kezebdar	adjective	AN	po:adj					pending
893	05de059f197759be7187657b0eeb88c26d003753d97b0667bce400230aa072bd	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	8274	bisefînk	bisefînk	adjective	AN	po:adj					pending
894	05de66d488682be6f8f5a0a6600edbe86d5dba833163c5ca483a1dcb68f2b4fe	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	36654	terapî	terapî	noun_fem	F	po:noun_fem					pending
895	05df43ecc19c8de0ee0ca04e87ce21a5a8450ac625e980658e801fb8741d49c0	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	6704	bikarneanîn	bikarneanîn	noun_fem	F	po:noun_fem					pending
896	05e0143a5b2734e76d8b2794b1cf1a593172925eee6c86951fde4ea43834dea8	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	43106	şelxem	şelxem	noun_fem	F	po:noun_fem					pending
897	05e461aeaac891e1163e68fca072d07eef7ff72da2cd634282b9cb64661825e6	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	32769	rewşname	rewşname	noun_fem	F	po:noun_fem					pending
898	05e65ae9bcf31d1ba6df5ad6d8d7d471df0d44ce22974b694d33d3a8c4e6d862	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	34240	serberjêrkirin	serberjêrkirin	noun_fem	F	po:noun_fem					pending
899	05e8a1d0a7e779d700d7c2fb4684315851406a3d0b319dfc6aaf78f006edc68f	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	23684	kurikî	kurikî	noun_fem	F	po:noun_fem					pending
900	05ea173e7b313951a6e051877c8b5f6f8cc80964e20c0e3c3e2f7ad47d663ae9	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	24537	lokalîzekirin	lokalîzekirin	verb	XF	po:verb					pending
901	05ec818346521d9b05ea4db19fea0dd4dc30d0e8e771ae4432540f710a35549c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	2965	bangerkirî	bangerkirî	adjective	AN	po:adj					pending
902	05ed653d1b9ce653069d6618b0f8142e43d3a41fc4b520ea9335d07563b2366e	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	14688	dijwarbûn	dijwarbûn	noun_fem	F	po:noun_fem					pending
903	05f03c89662037039b29c74657f017f4a19c71cf9a7b144aea5a4654f9855e0c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	12571	bîleheq	bîleheq	adverb	R	po:adv					pending
904	05f305502e9388f231028297c95b474fe86d7a7e592789afd1ff7031efb01a27	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	15370	dupêdar	dupêdar	adjective	AN	po:adj					pending
905	05f3d1747201c162f5d030b31eb6d8e40760c188d3bd10569720639a16fb6337	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	31642	qilqil	qilqil	verb	V	po:verb;is:present_stem_intransitive_active;st:qilqil;lem:qilqilîn					pending
906	05f48a3aec684af500833fbba3670bcbf091ab6642919fd81e93a56e529aad9e	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	24794	lûlaqe	lûlaqe	noun_fem	F	po:noun_fem					pending
907	05f7be504060612ca265f9f0dd24d58c6fc5fbe34d92304c06719b978ab2579a	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	16511	evînî	evînî	adjective	AN	po:adj					pending
908	05f9313e9312187e914981deafb1a30b74f4a44bdde8d0b6bc9d66eb7df210fd	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	9621	boşkirin	boşkirin	noun_fem	F	po:noun_fem					pending
909	05faf5de2602c210dd69274fbda9c5609264221852420f4f6e6dfce0045ed090	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	20576	hindirhop	hindirhop	noun_fem	F	po:noun_fem					pending
910	05fc701f3d34a166749042cfa9c8d39018f02dd8916e7bdb55fda390e27c878b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	15966	elenîbûyî	elenîbûyî	adjective	AN	po:adj					pending
911	05ff222445247ad69a6ae299ac289f0da340d7641e78a645d5b8c60aeb9478c3	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	23902	kêndir	kêndir	noun_masc	M	po:noun_masc					pending
912	0600c68da0e47316b7111a1265cfef9948ac3776d5997fcd92d0ed027424f90a	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	15668	dûvelank	dûvelank	noun_fem	F	po:noun_fem					pending
913	060117c011d4c4b3d6f3296354cc7cb6d2400dcafb5044e254c4ac1479a80722	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	38234	viya	viya	verb	T	po:verb;is:past_stem_transitive_active;st:viya;lem:vîn					pending
914	06060b8f071c0d3bc3ac513704b62b8b6c519c4e6cce5e4ba4c6cd88e4c909f9	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	39247	xetkêşk	xetkêşk	noun_fem	F	po:noun_fem					pending
915	0606d8d12ce5e89494b2eb03beb0e808a3cd2796f34b98f64537ec59c9cd7201	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	4849	berşê	berşê	adjective	AN	po:adj					pending
916	0609139dfbba3c6102034b96a3f52b23abd6a578f8959eba8ed9942638918862	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	25462	meqbûlkirî	meqbûlkirî	adjective	AN	po:adj					pending
917	060a22450b6e7b1303b04047ba0bbd4ce18b2f57ffe25b47def941b6cb5b1890	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	7209	bimoranî	bimoranî	noun_fem	F	po:noun_fem					pending
918	060ad63efcd276ee7ca17e732f8cb72d7510ccd90a056d53b5a6e8438a49bfa8	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	17131	fikarkirî	fikarkirî	adjective	AN	po:adj					pending
919	060e8ed8ce1e8d10f43b7d0dd3ff51a33b137a4ae8e457d0177cb8fdf5e69eea	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	29057	pek	pek	noun_fem	F	po:noun_fem					pending
920	060f4caa945ab9691794dab60e86350460610c119a622806870ab0b21757111c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	15151	dokumentkirin	dokumentkirin	noun_fem	F	po:noun_fem					pending
921	0611792bfcec831c7a05748e2817b82f48bc741229344f815e8578817f0174f7	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	6509	bihêmî	bihêmî	noun_fem	F	po:noun_fem					pending
922	0614f34f81fbe01171983b29c73fde7ba68568736074bb491ed833d45a6e5470	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	28542	orte	orte	noun_fem	F	po:noun_fem					pending
923	061526efe4c3df93f22e54a4301f5e97e03c6c488ce758907ac190e882a27ec8	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	29313	perrikdan	perrikdan	noun_fem	F	po:noun_fem					pending
924	061685f8237d9ac5317439511d9bc047baace41af2ab0af925cf451c65d02828	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	37563	turoyo	turoyo	noun_fem	F	po:noun_fem					pending
925	0616e37208e6aa67fe2d2f21d44789433ceabac02e52b750b9da49e148286017	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	12078	bêserwet	bêserwet	adjective	AN	po:adj					pending
926	0617ad90eaaa2b6b9b5dc49ea82c584ea2a38b7162f4509dcd6a37e093044725	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	2651	Badil	badil	noun_masc	M	po:noun_masc					pending
927	061aa055ce937affe1ecef778299487d375983285eb2bd7267d72242746d3f2a	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	16927	feraşkirin	feraşkirin	noun_fem	F	po:noun_fem					pending
928	061dd438b29dba41e473b76e713c3dc6c86f8ff2be955b3279232332ef4b84c7	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	561	ajenda	ajenda	noun_fem	F	po:noun_fem					pending
929	061dfd4974954157605ef99d503bad29114a29153fdcfbc9477c91e4ca4e4a83	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	2546	aşû	aşû	adjective	AN	po:adj					pending
930	06229928ebaab0cc82c77a278dddb4192382bd3419be20e934fa47a3549da148	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	35578	sêk	sêk	noun_fem	F	po:noun_fem					pending
931	0625a8088ec6ff007a50e9a14b327cf6547ca46daddda45040c6fafa11c3dd9c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	7455	binimêjî	binimêjî	noun_fem	F	po:noun_fem					pending
932	062614c5ed5b8943ae53e2c2e27b63f2f6c36cc4ed0355f55132d132dccd0f08	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	12088	bêsevîşk	bêsevîşk	adjective	AN	po:adj					pending
933	0628abae3d1201c1aea1d43a834c4a61eb1187455cbc76232bea2795a081cd09	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	25112	matadorane	matadorane	adjective	AN	po:adj					pending
934	062aa29c90245567fa9fc9ead114dd167fa4e2e5bf0ef85f5c529e24783230a8	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	15818	efektîvane	efektîvane	adjective	AN	po:adj					pending
935	062b871a28525cb8efa137a33abd11a6ce819f8032431a094273234e5ca7aa86	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	30095	pompe	pompe	noun_fem	F	po:noun_fem					pending
936	063019476a4c572ea77ef7e245f70a0e09e1589cf07da511ad107c43d3cffac8	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	31739	qise	qise	noun_fem	F	po:noun_fem					pending
937	0636556b77055a05528e9ae805b88e0cb9581cfbe8cb5e5915a3c503f8ac89b9	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	23297	konsept	konsept	noun_fem	F	po:noun_fem					pending
938	063cc95ee01112371e33472228dbcfad6f286dfd1c1ca44ba6320ff37c6f69f6	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	23231	kompanya	kompanya	noun_fem	F	po:noun_fem					pending
939	0641b7d3f7fe48765ddb7cb453aa1dd96ce95eb83fe83cf224f888ea5d6d9a59	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	32869	reşûşînkirin	reşûşînkirin	noun_fem	F	po:noun_fem					pending
940	0645f598af8e79e8bf4a9664a005869b896c4b6f014ad9fd23a2d7a04d2dbda0	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	36132	taşandin	taşandin	noun_fem	F	po:noun_fem					pending
941	064626a2273fd62d28020960bc3ee2b5699e7ad7e5a3c37a0e6d712177fb8af3	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	19953	hevgirtin	hevgirtin	noun_fem	F	po:noun_fem					pending
942	06470834ddec5e5412088fa466b6f88dd42cd48b849c9c3426498764fb5a5e76	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	22609	ketil	ketil	noun_fem	F	po:noun_fem					pending
943	0649ebeb5f06eb7ebc5e0eba5a0058d355706e1aa443fffab72727590eff36fa	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	24625	lêdange	lêdange	noun_fem	F	po:noun_fem					pending
944	064c6018930e4a503a459c7266b3a25fd7f6017e304eb57e3fd06cfff8a5906e	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	15790	edebîyat	edebîyat	noun_fem	F	po:noun_fem					pending
945	06523eefac75fa6017c1265ae3ee4ce718b1414c068efad2e661b7632d27d7ce	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	43664	şoxî	şoxî	noun_fem	F	po:noun_fem					pending
946	06537ec3b9a23fa6a07cde68dbd65ea36f7e9089d0c722d1b55817d7b1b83a0c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	18740	Gulberîn	gulberîn	noun_fem	F	po:noun_fem					pending
947	0653f140cdce9c6e2bc61249f33f6500d72a52f691b97bfff56152a9cb0d1d15	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	34604	sertandin	sertandin	verb	XF	po:verb					pending
948	065491d630ec9d5986c2bb43a6162ea93a14cf101c255bfc6639c6a97d325ed7	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	7496	binolî	binolî	noun_fem	F	po:noun_fem					pending
949	0654ede71928093df9549f7bf4bd85f2f396c2f331ef44b9fed7e053b360243e	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	25329	mekokvanî	mekokvanî	noun_fem	F	po:noun_fem					pending
950	06550129f519fa44432a2e5f7e5fc44ef671763c673ed5536af00c9f3efb67f6	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	30584	pêşekî	pêşekî	noun_fem	F	po:noun_fem					pending
951	06558d90ae6bd61cdb0845e511ffe96f8929c99cf39cd5359e53deb202d9981f	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	6216	bigumrehîtî	bigumrehîtî	noun_fem	F	po:noun_fem					pending
952	06563deeb4144a49de9fcc27623f3d36f598a9a4186907ed4fcf3f7c1d3a8d3e	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	5763	bidestheqî	bidestheqî	noun_fem	F	po:noun_fem					pending
953	06580158abddf720f26678c3fb8d7bcf3fbeebb574c63c9913d7a62df4f51b3f	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	11857	bêpîst	bêpîst	adjective	AN	po:adj					pending
954	0659a2d7f21d957f75193b10b994e9587cfd35368d0d0de0ec7b487cde896e10	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	4180	berberîkirin	berberîkirin	noun_fem	F	po:noun_fem					pending
955	065a9ffd086bd1de23e0d020957f42e22e4c416a37fe5e5a02827d7cf30044a1	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	1552	arîzekirî	arîzekirî	adjective	AN	po:adj					pending
956	065b91f1367ce60f9e56577f53e13441af207483eb7cc7521dcc0da6a2b2e00a	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	25573	mervan	mervan	adjective	AN	po:adj					pending
957	065ca72e16cb1a89407563b426732352a75cd550a1141d955b0556540b0085ce	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	40078	xêzbûn	xêzbûn	noun_fem	F	po:noun_fem					pending
958	065ce5f5ace0846b89c22607813edc200b51e5e04249d3069103946374b764da	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	12676	bîzoketî	bîzoketî	adjective	AN	po:adj					pending
959	06605fac39fe4e7d4bddaea058cdbdc51ef6236ba524efaa0ad860041befad59	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	2503	aşt	aşt	adjective	AN	po:adj					pending
960	06608320fdd0e0e88f2c8723e0f5841cbc805d32d1e95c08cfae1db6388b3836	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	25003	manekirî	manekirî	adjective	AN	po:adj					pending
961	066161c8cc137644a099f06146f97f487b0dbafbdacaf180a643ef441adff23f	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	25494	Merdan	merdan	noun_masc	M	po:noun_masc					pending
962	0661890acdc5d9ec02b881edece1671e264caf79fe7e636cd6103cb76ee4c5ab	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	27543	nerm	nerm	adjective	AN	po:adj					pending
963	0661e268a8d269947f1b90ccae7a611142c7ac42ee737ba0d4c96d828e67119b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	19222	haşa	haşa	adverb	R	po:adv					pending
964	066458e30bac93be4fa9ca684eab613aada80bfd6b7565631973b13d06b8a9bd	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	7671	bipirsgirêk	bipirsgirêk	adjective	AN	po:adj					pending
965	0664a85dc85947291041eed43b164112967ae105aadc7439f3244ccb277f2f7b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	7408	binexweşî	binexweşî	adjective	AN	po:adj					pending
966	06665260360e4efb8f61e9c61742910ca4f1743dfe407951fa1433b35d7c0cc9	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	24146	laçik	laçik	noun_fem	F	po:noun_fem					pending
967	0668880241bdc4b18b277906b364035cb04bd4e9a816c5e377f1a999f00ca532	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	23635	kunkunîkirin	kunkunîkirin	noun_fem	F	po:noun_fem					pending
968	066c83785f9bbda4cc11a7a1401e15614fd6fe63076899757614d16da0c2181c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	32773	rexdik	rexdik	noun_masc	M	po:noun_masc					pending
969	066d48e54ab8061003f23d09f361d8d65f0501419dbf48163bd9941d89b0aa0b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	16940	ferdîtî	ferdîtî	noun_fem	F	po:noun_fem					pending
970	066db498a978feb8f18af1e0e7c70bdec26c2eac282eba94be2d458352da661b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	18200	gilîzokî	gilîzokî	adjective	AN	po:adj					pending
971	066e2b206022aecf341adec5560eddca6aa1aac61feed58d95c831725d5a5410	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	11829	bêpiştrast	bêpiştrast	adjective	AN	po:adj					pending
972	066e69e9e8451ecc9e3a71f9722892feee2ae0566741b759bc86658711a6501c	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	25818	meşal	meşal	noun_fem	F	po:noun_fem					pending
973	066eaeeda688e2881c350806c219e290a5bc2e20b64884754a41aa8a8f6a559b	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	14202	derckirin	derckirin	noun_fem	F	po:noun_fem					pending
974	066ec38ad23014a447b9b9943e5b5b865f1f88c8521e5230ee760e192b1e7286	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	17693	garantîdan	garantîdan	noun_fem	F	po:noun_fem					pending
975	066f2f182d33a2eb34f900ac9d3cadb4e4134935227265abcf43e61bc248d432	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	17496	fêdebexşî	fêdebexşî	noun_fem	F	po:noun_fem					pending
976	067504daf9f8eb2da9d5810d84d0d41c4a6c6171403d1844d65800a4abf25ccc	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	12299	bêxisar	bêxisar	adjective	AN	po:adj					pending
977	06752611fb46f839b0a354e1aa52f302fc30e58b44fb1902fc3a215447fa3236	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	11615	bênepenîkirin	bênepenîkirin	noun_fem	F	po:noun_fem					pending
978	067684c266bbb20cb6edc123c7fd293c306325fa1751cc44b81ef2bfbf265758	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	33051	rizgarî	rizgarî	noun_fem	F	po:noun_fem					pending
979	067783ad0fe7aaa4cac4daf9eb067578894b6319b7ed36ae7637b2933f19ad58	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	6359	bihevhêzî	bihevhêzî	adjective	AN	po:adj					pending
980	0679782ee66781d1d3e3b6e2eb69da6ac94b47b6340c44bfcec239e26d8b1224	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	703	alatkirî	alatkirî	adjective	AN	po:adj					pending
981	067a5a1f74bc50a8e903f0532f6bd9f03e4607b60ba8869c6715bc88cc5d0cfc	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	29918	piz	piz	noun_fem	F	po:noun_fem					pending
982	067ab92fc73526a0b91d5b83e36ece363f26de0cf4b18b6a22412748007829df	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	34145	sengînkirî	sengînkirî	adjective	AN	po:adj					pending
983	067b8a51934577b52801e827d59c66a80a55ac111b816e6174f2eecdd106d2e9	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	9986	bêbilêtî	bêbilêtî	noun_fem	F	po:noun_fem					pending
984	067d597a1d00f2f3e3e6cd041c33d13dd52ba1595131e197bbef02c1226544b0	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	12307	bêxurdemenî	bêxurdemenî	adjective	AN	po:adj					pending
985	067d7c39c6d1278136a5e2527acf0cbbee953561631ed0c88de5586c8e00debc	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	18580	goçelkirin	goçelkirin	noun_fem	F	po:noun_fem					pending
986	067ea045f26a05cc0f658a1a862bc992286d0863e7baaa97b09894451e245444	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	34073	semadar	semadar	adjective	AN	po:adj					pending
987	067ff4f0bd48eec998b8c79c5cb5dab515452e3bed0a9b49a82396dbba0c0029	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	21031	hêrsoyîbûn	hêrsoyîbûn	noun_fem	F	po:noun_fem					pending
988	068059a1b5728fb5cb90831f0aeacea08e0731d0e54900ea390adb033261b236	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	35021	sirand	sirand	verb	T	po:verb;is:past_stem_transitive_active;st:sir;lem:sirandin					pending
989	06818c98c87bb539b9fa1b3b7f486e433ccfeb758c142cda995403b526e7e7a4	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	27582	nesebiqî	nesebiqî	adjective	AN	po:adj					pending
990	06823ef739d5559481a87dc7b8f7e8147c0933f08d37eb5e11afdb0bc148e2c0	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	32297	rastgo	rastgo	adjective	AN	po:adj					pending
991	0684260b9acab0f90988fbfb2a3420d45ed569b7d377aa8f3c9e9d2733075816	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	25755	meyrik	meyrik	noun_fem	F	po:noun_fem					pending
992	06851aa758b4535ff28b4cd4249622093dc0f28e77a8832761aa0fe19ffae967	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	34544	serokatî	serokatî	noun_fem	F	po:noun_fem					pending
993	06858a90a73226ddd88d0424af6293ec83d491227e7123e2345e60be698b3208	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	10658	bêgumanbarîtî	bêgumanbarîtî	noun_fem	F	po:noun_fem					pending
994	0686b49bde1972c3648fe492d5107f6684bea5b0e31e3c6d55a3f87988ceaaec	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	15199	donekîbûn	donekîbûn	noun_fem	F	po:noun_fem					pending
995	0688314cace3d99b571fe4cbd58f2c3e34af20dd1228061412b44ee4ea2aacf2	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	31016	qaîlker	qaîlker	adjective	AN	po:adj					pending
996	0689b7eae719bdfcab2354e6f77a0c531cabb6455cd892ddf56355d244283078	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	24236	lekeyîkirî	lekeyîkirî	adjective	AN	po:adj					pending
997	0692088e9c249644421a9bd5ff6e9d9bb6530ee323c8c807f1d1d3d99cd07a6f	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	26044	milîlître	milîlître	noun_fem	F	po:noun_fem					pending
998	069451c0f8d5b5d949f6a86e4e3198ec19cf74faa555bf030ab89dd723dc52a3	kurdish-hunspell-kmr	88131d6878ef7fa3ee114aa554adc385ff85b44c	11830	bêpişû	bêpişû	adjective	AN	po:adj					pending
